Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-pampa_ncats,tdc-approved_pampa_ncats,tdc-hia_hou,tdc-pgp_broccatelli,tdc-bioavailability_ma,tdc-vdss_lombardo,tdc-cyp2c19_veith,tdc-cyp2d6_veith,tdc-cyp3a4_veith,tdc-cyp1a2_veith,tdc-cyp2c9_veith,tdc-cyp2c9_substrate_carbonmangels,tdc-cyp2d6_substrate_carbonmangels
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,,,,,,,,,,,,,,,1.0,,
COc1ccc(N(c2nc(C)c(C)s2)S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N(c2nc(C)c(C)s2)S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N2CC(CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N2CCCC2=O)cc1CNC1CCCNC1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N2CCCC2=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N2C[C@@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(N2C[C@H](C(=O)N3CCCC[C@H]3c3cccnc3)CC2=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(NC(=O)/C(=C/c2ccco2)c2ccccc2)cc1Cl,,,,,,,,,,,,,,,1.0,,
COc1ccc(NC(=O)C[C@@H]2OC(=O)c3c2ccc(OC)c3OC)cc1N1CCCS1(=O)=O,,,,,,,,,,,,,,,0.0,,
COc1ccc(NC(=O)C[C@H]2OC(=O)c3c2ccc(OC)c3OC)cc1N1CCCS1(=O)=O,,,,,,,,,,,,,,,1.0,,
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,,,,,,,,,,,,,,,0.0,,
COc1ccc(O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,,,,,,,,,,,,,,,0.0,,
COc1ccc(OC[C@@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC[C@H]2CN(C)CCC2c2ccccc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(OC[C@H]2CN(C)CC[C@H]2c2ccccc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(=O)(=O)Nc2cc(Br)cc(F)c2Br)cc1N1CCNCC1,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1C,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@@H]1CCCN1Cc1ccc(F)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1C,,,,,,,,,,,,,,,1.0,,
COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1Cc1ccc(F)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H](NC(=O)c2cc(=O)c(OC)c[nH]2)C2CC(O)C2)cc1F,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H](NC(=O)c2cc3ncccn3n2)C2CC(O)C2)cn1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H](NC(=O)c2cnoc2C)C2CC(O)C2)cn1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H](NC2CCOCC2)C2CC(O)C2)cn1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H](Nc2ncccc2C(N)=O)C2CC(O)C2)cc1F,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2CC(=O)Oc3c(C(C)=O)c(O)c4c(C)cc(=O)oc4c32)cc1OCC(N)=O,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2CC(=O)Oc3ccc4c(c32)O/C(=C/c2cc(OC)c(OC)cc2OC)C4=O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@@H](C(=O)O)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2[C@@H](N)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@@]2(CO)C(=O)O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@@]2(N)CN)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@H](C(N)=S)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@H](C(N)=S)[C@@H]2S(=O)(=O)c2ccccc2)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@H](CO)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2[C@H](N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@@H]2[C@H](S(=O)(=O)c3ccc(C)cc3)[C@@]2(C#N)C(=O)O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CO)CO)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@@H]2[C@H](S(C)(=O)=O)[C@@]2(N)C#N)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H](O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2CC(=O)Oc3cc(C)oc(=O)c32)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(C)=O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@@H](C#N)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(C)cc3)[C@]2(C#N)C=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(C#N)C#N)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@]2(C#N)C=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@@H](S(C)(=O)=O)[C@@]2(CN)CO)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@@H](S(C)(=O)=O)[C@@]2(CO)C(=O)O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@@H](S(C)(=O)=O)[C@]2(C#N)CO)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@H](C#N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@H](CO)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@H](N)[C@@H]2S(C)(=O)=O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(CN)CO)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(N)C#N)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(N)C(=O)O)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C#N)CO)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccccc3)[C@@]2(N)CO)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc([C@H]2[C@H](S(C)(=O)=O)[C@@]2(C#N)C(=O)O)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccc2[nH]c(=O)c([C@H]3CC(=O)Oc4ccc5c(c43)O/C(=C\c3cccc(OC)c3OC)C5=O)cc2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2[nH]ccc2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1O2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1O2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)C(CC(=O)O)C(C)N2C(=O)c1ccc(Cl)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)C13CCCC[C@@H]1C(C2)N(C)CC3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)CCC[C@@]2(O)CNC(=O)C(=O)Nc1cccc(Cl)c1C,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1)CCC[C@]2(O)CNC(=O)C(=O)NCc1ccc2c(c1)OCO2,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1)CN(C)C[C@@H]2c1ccc(Cl)c(Cl)c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)CN(C)C[C@H]2c1ccc(Cl)c(Cl)c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)N(C[C@@H](C)CN1CCC(O)CC1)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)N(C[C@H](C)CN1CCC(O)CC1)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1)[C@@H](NC(=O)/C(=C/c1ccco1)c1ccccc1)CC(C)(C)O2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)[C@@](O)(CCCN(C)C)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)[C@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1)[C@](O)(CCCN(C)C)c1ccccc1S2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,,,,,,,,,,,0.0,,
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1OC)C(=O)O[C@H]2Nc1ccc2c(c1)COC2=O,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@H](O)C3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c([nH]c2c1)C1CC2C(CC(OC(=O)c4cc(OC)c(OC)c(OC)c4)C(OC)C2OC(C)=O)CN1CC3,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1C(=O)CC[C@@H]4C(C2)N(C)CCC314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1OC1[C@@H](O)CCC4C(C2)N(C)CC[C@@]341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@@H]1C(=O)CC[C@@H]4[C@H](C2)N(C)CC[C@@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)N(C)CC[C@]341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(=O)CCC4[C@@H](C2)N(C)CC[C@@]341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(=O)CC[C@]4(O)[C@@H](C2)N(C)CC[C@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CCC314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCCC2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1C[C@H](O)C=CC31CCN(C)C2,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4C(C2)N(C)CCC341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1[C@@H](OC(=O)c4cccnc4)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]341,,,,,,,,,,,,,,,1.0,,
COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)C(C2)N(C)CC[C@]314,,,,,,,,,,,,,,,1.0,,
COc1ccc2cc(C(C)C(=O)O)ccc2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2cc([C@@H]3CC(=O)Oc4cc(C)oc(=O)c43)c(=O)[nH]c2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,,,,,,,,,,,,,,,0.0,,
COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,,,,,,,,,,,,,,,1.0,,
COc1ccc2nc([S@+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,,,,,,,,,,,,,,,0.0,,
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,,,,,,,,,,,,,,,1.0,,
COc1cccc(C(=O)NC2C[C@@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,,,,,,,,,,,,,,,1.0,,
COc1cccc(C2(O)CCCCC2CN(C)C)c1,,,,,,,,,,,,,,,1.0,,
COc1cccc(C2(O)CCCC[C@H]2CN(C)C)c1,,,,,,,,,,,,,,,1.0,,
COc1cccc(CC(=O)N2CCN(C(C)=O)CC2CN2CCC(O)C2)c1,,,,,,,,,,,,,,,0.0,,
COc1cccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@H](O)C2)c1,,,,,,,,,,,,,,,0.0,,
COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,,,,,,,,,,,,,,,1.0,,
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,,,,,,,,,,,,,,,0.0,,
COc1cccc(CN)c1O,,,,,,,,,,,,,,,1.0,,
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,,,,,,,,,,,,,,,0.0,,
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,,,,,,,,,,,,,,0.0,,
COc1cccc([C@H]2CC(=O)Oc3cc(C)oc(=O)c32)c1OCCc1ccccc1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,,,,,,,,,,,,,,,1.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(NC(=O)C(N)CC(C)C)C(O)C(C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)C[C@@H]3O,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=NNC(=O)c1ccccc1)CC3OC1CC(N)C(O)C(C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3O,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@@H](N)[C@H](O)[C@@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(O)CO)C[C@@H]3O,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@@H](NC(=O)[C@@H](N)CC(C)C)[C@@H](O)[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)C[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(C)=O)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@@H](O)CO)C[C@H]3O,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O,,,,,,,,,,,,,,,0.0,,
COc1cccc2c1CC(CCCNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,,,,,,,,,,,,,,,1.0,,
COc1cccc2c1C[C@H](CCCNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,,,,,,,,,,,,,,,1.0,,
COc1ccccc1CCCNC(=O)CCSc1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1CCCNC(=O)CSCc1ccc(Cl)cc1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1CCCNC(=O)[C@@H](C)SCc1ccccc1,,,,,,,,,,,,,,,0.0,,
COc1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1CNC1CCCNC1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1N1CCN(C(=O)COc2cc(C)cc(C)c2C)CC1,,,,,,,,,,,,,,,0.0,,
COc1ccccc1N1CCN(CCC[C@@H](O)c2ccc(F)cc2)CC1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1N1CCN(CCC[C@H](O)c2ccc(F)cc2)CC1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1N1CCN(C[C@@H](O)COc2cc(OC)c(OC)c(OC)c2)CC1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1N1CCN(C[C@H](O)COc2cc(OC)c(OC)c(OC)c2)CC1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,,,,,,,,,,,,,,,0.0,,
COc1ccccc1OC[C@@H]1CNC(=O)O1,,,,,,,,,,,,,,,1.0,,
COc1ccccc1OC[C@H]1CNC(=O)O1,,,,,,,,,,,,,,,1.0,,
COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1,,,,,,,,,,,,,,,0.0,,
COc1ccnc(C[S+]([O-])c2nc3ccc(-n4cccc4)cc3[nH]2)c1C,,,,,,,,,,,,,,,0.0,,
COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,,,,,,,,,,,,,,,0.0,,
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,,,,,,,,,,,0.0,,
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,0.0,,
COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,,,,,,,,,,,,,0.0,,1.0
CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,,,,,,,,,,,,,,,0.0,,
CS(=O)(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,,,,,,,,,,,,,,,0.0,,
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,,,,,,,,,,,,,,,0.0,,
CS(=O)(=O)[C@@H]1[C@@H](c2ccc3c(c2)OCO3)[C@]1(C#N)C=O,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@@H]1[C@H](C(N)=S)[C@@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@@H]1[C@H](c2ccc3c(c2)OCO3)C1(CN)CN,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@@H]1[C@H](c2ccc3c(c2)OCO3)[C@@]1(N)CO,,,,,,,,,,,,,,,0.0,,
CS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)C1(C#N)C#N,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@@]1(CN)CO,,,,,,,,,,,,,,,1.0,,
CS(=O)(=O)[C@H]1[C@H](c2ccccc2)[C@@]1(N)CO,,,,,,,,,,,,,,,0.0,,
