Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-vdss_lombardo,tdc-b3db_regression,tdc-ppbr_az,tdc-half_life_obach,tdc-clearance_hepatocyte_az,tdc-clearance_microsome_az
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,,,,,0.2,,,,,
CO/N=C1/CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)CC1C[NH3+],,,,,3.52,,,,,
COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,,,,,2.2,,,,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,,,,,1.5,,,3.3,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCC[NH+]2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,,,,,8.4,,,,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,,,,,1.0,,,4.1,150.0,
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1[NH+]2C,,,,,2.0,,,,,
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCC[NH+]2CCc2cc4c(cc2C13)OCO4,,,,,1.8,,,,,
COC(=O)CCC1[NH+]=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,,,,,0.44,,,,,
COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,,,,,1.2,,,,,
COC(=O)OC12COC1CC(O)C1(C)C(=O)C(OC(C)=O)C3=C(C)C(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,,,,,6.9,,,,,
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CC[NH+](C)CC2)cc1)c1ccccc1,,,,,15.0,,,,,
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,,,,,6.03,,,,,
COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CC[NH+](C)CC4)cc3)c2C1)c1ccccc1,,,,,2.5,,,,,
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21,,,,,0.17,,,,,
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21,,,,,0.13,,,,,
COC1/C=C/OC2(C)Oc3c(C)c([O-])c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,,,0.97,,,,,
COC1/C=C\OC2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CC[NH+](CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,,,,,9.3,,,,,
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,,,,,48.0,,,,,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,,,,,3.0,,,,,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,,,,,3.2,,,,,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(n3cnnn3)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,,,,,1.3,,,,,
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,,,,,0.22,,,2.6,,
COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,,,,,3.1,,,,,
COCC(NC(C)=O)C(=O)NCc1ccccc1,,,,,0.58,,,,,
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,,,,,0.22,,,,,
COCCN1CC[NH+](Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,,,,,5.9,,,,,
COCCOCC(CC1(C(=O)NC2CCC(C(=O)[O-])CC2)CCCC1)C(=O)[O-],,,,,0.25,,,,,
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,,,,,3.1,,,,,
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,,,,,23.7,,,,,
COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,,,,,0.2,,,,,
COCc1c(C(C)C)nc(C(C)C)c(/C=C/C(O)CC(O)CC(=O)[O-])c1-c1ccc(F)cc1,,,,,0.33,,,,,
COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,,,,,0.56,,,,,
COP(=O)(c1cc(C)cc(/C=C\C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)c(F)c12,,,,,0.97,,,,,
CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@@H]21,,,,,0.11,,,,,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,,,,,0.77,,,,,
COc1c(C)cc2c(c1O)C1C3Cc4c(OC(C)=O)c(C)c5c(c4C(CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3C(O)C(C2)[NH+]1C)OCO5,,,,,12.6,,,,,
COc1c(N2CC(C)CC([NH3+])C2)ccc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,,,,,1.9,,,,,
COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,,,,,1.4,,,,,
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,,,,,1.7,,,,,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,0.3,,,,,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,,,,0.41,,,,,
COc1cc(CC(=O)NCC(=O)N(CCC(=O)[O-])Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,,,,,0.25,,,,,
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,,,,0.22,,,1.7,,
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N([O-])CC3,,,,,5.7,,,,,
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](CCCOc2ccc(F)cc2)CC1OC,,,,,1.2,,,,,
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,,,0.77,,,17.0,,
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12,,,,,1.6,,,,,
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,,,,,1.3,,,,,
COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,,,,,1.67,,,,,
COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,,,,,0.62,,,,,
COc1cc2[nH+]c(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,,,,,1.5,,,,,
COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)[NH+]3C)OCO4,,,,,25.0,,,,,
COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C\CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,,,,,0.27,,,,,
COc1cc2c(cc1OC)CC(=O)N(CCC[NH+](C)CC1Cc3cc(OC)c(OC)cc31)CC2,,,,,1.66,,,,,
COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3[nH+]1)CC2,,,,,6.3,,,,,
COc1cc2c(cc1OC)C[NH+](CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,,,,,6.4,,,,,
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3[NH+](C)CC2)CC[N+]1(C)C,,,,,0.45,,,,,
COc1cc2nc(N3CCN(C(=O)C(C)OC)CC3)nc(N)c2cc1OC,,,,,0.44,,,,,
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,,,,1.3,,,10.0,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,,,,,23.0,,,,,
COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1,,,,,2.0,,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,,,,,0.3,,,,,
COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)C(N)CO,,,,,0.44,,,,,
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,,,,,4.4,,,,,
COc1ccc(C2(C#N)CCC(C(=O)[O-])CC2)cc1OC1CCCC1,,,,,0.23,,,,,
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,,,,,0.67,,82.72,,,
COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,,,,,4.1,,,,,
COc1ccc(CC(NC(=O)CC(C)(C)[NH3+])C(=O)NC(Cc2c[nH+]c[nH]2)C(=O)NC(CC2CCCCC2)C(O)C(O)CC(C)C)cc1,,,,,7.5,,,,,
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,,,,,0.12000000000000001,,,0.31,,
COc1ccc(CCOC2CCCCC2[NH+]2CCC(O)C2)cc1OC,,,,,1.8,,,,,
COc1ccc(CC[NH+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,,,,,1.75,,,,,
COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,,,,3.7,,,,,
COc1ccc(CC[NH2+]CC(O)COc2cccc(C)c2)cc1OC,,,,,0.67,,,,,
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,,,,,0.08,,,,,
COc1ccc(Cl)cc1C1(F)C(=O)[N-]c2cc(C(F)(F)F)ccc21,,,,,10.0,,,,,
COc1ccc(OC)c(C(O)CNC(=O)C[NH3+])c1,,,,,0.67,,,,,
COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,,,,,12.0,,,,,
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,,,,,0.1,,,,,
COc1ccc2c3c1OC1C(O)C=CC4C(C2)[NH+](C)CCC341,,,,,3.5,,,,,
COc1ccc2c3c1OC1CC(O)C=CC31CC[NH+](C)C2,,,,,2.3,,,,,
COc1ccc2cc1Oc1ccc(cc1)CC1(C)c3cc(c(OC)cc3CC[NH+]1C)Oc1c(OC)c(OC)c(Br)c3c1C(C)(C2)N(C)CC3,,,,,51.0,,,,,
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,,,0.32,,,,,
COc1cccc2c(C(=O)N3CC[NH+](C)C(C)C3)cn(CC3CCCCC3)c12,,,,,1.0,,,,,
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,15.45,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(I)C(C)O1,,,,,53.6,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(O)C(C)O1,,,,,22.0,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(OC2CCCCO2)C(C)O1,,,,,43.2,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(OCc2ccccc2)C(C)O1,,,,,48.0,,,,,
COc1cccc2c1c([N-]S(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,,,,,1.65,,,,,
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,,,,,0.75,,,3.5,,
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,,,,,1.2,,,,,
COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,,,,,1.3,,,,,
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,,,,0.29,,,,,
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,,,,,0.23,,,,,
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,,,,,0.27,,,,,
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,,,,,0.17,,,,,
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,,,,,9.1,,,,,
COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1,,,,,1.8,,,,,
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,4.9,,,,,
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,,,,,0.59,,,,,
CS(=O)(=O)OCCCCOS(C)(=O)=O,,,,,0.55,,,3.4,,
CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)([O-])[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,0.86,,,,,
CS(=O)(=O)c1ccc(C(O)C(COC(=O)C[NH3+])NC(=O)C(Cl)Cl)cc1,,,,,0.13,,,,,
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])C(O)C1O,,,,,0.04,,,,,
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,,,,,1.8,,,,,
C[C@@H](N)[C@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)[C@@H](O)[C@@H](O)[C@@H](N(C)C(=O)CN)[C@H]2O)O1,,,,,0.27,,,,,
C[C@@H](N/C(=N\c1ccncc1)NC#N)C(C)(C)C,,,,,1.1,,,,,
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN)S[C@H]12,,,,,0.23,,,,,
C[C@H](C1=C(CC[NH+](C)C)Cc2ccccc21)c1ccccn1,,,,,2.16,,,,,
C[N+](C)(C)CC(O)CC(=O)[O-],,,,,0.4,,,,,
C[N+](C)(C)[NH2+]CCC(=O)[O-],,,,,0.7,,,,,
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,,,,,1.9,,,1.8,,
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,,,,,32.0,,,,,
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,,,,,0.37,,28.95,,91.0,3.0
C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,,,,2.6,,,,,
C[N+]1(CC2CC2)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,,,,,1.12,,,,,
C[NH+](C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,,,,,6.8,,,,,
C[NH+](C)C1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,,,,,0.54,,,,,
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)C[NH+]5CCCC5)cc(F)c4CC3CC12,,,,,2.3,,,,,
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,,,,,1.7,,,,,
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,,,,0.9,,,,,
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,,,,,1.3,,,,,
C[NH+](C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,,,,,2.39,,,,,
C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,,,,,3.5,,,,,
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,,,,,3.3,,,,,
C[NH+](C)CCCN1c2ccccc2CCc2cc(O)ccc21,,,,,6.6,,,,,
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,,,13.0,,,,,
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,,,,,12.0,,,,,
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,,,,,8.1,,,,,
C[NH+](C)CCN(Cc1cccs1)c1ccccn1,,,,,3.3,,,,,
C[NH+](C)CCNC(=O)c1cccc2cc3ccccc3nc12,,,,,3.41,,,,,
C[NH+](C)CCNc1ccc2c3c(nn2CC[NH2+]CCO)-c2cnccc2C(=O)c13,,,,,57.0,,,,,
C[NH+](C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C,,,,,7.7,,,,,
C[NH+](C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,,,,,1.8,,,,,
C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,,,,1.9,,,,,
C[NH+](CCC(=O)/C=C/c1ccc(O)cc1)CCc1ccc2c(c1)OCO2,,,,,2.13,,,,,
C[NH+]([14CH3])CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,,,,,1.11,,,,,
C[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,,,,,3.1,,,,,
C[NH+]1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2,,,,,11.85,,,,,
C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,,,,,3.3,,,,,
C[NH+]1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,,,,,9.7,,,,,
C[NH+]1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,,,,,23.0,,,,,
C[NH+]1CCC23CCCCC2C1Cc1ccc(O)cc13,,,,,11.5,,,,,
C[NH+]1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,,,,,4.3,,,,,
C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,,,,2.3,,,,,
C[NH+]1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)[O-])C(O)C(O)C2O)C=CC3C1C5,,,,,0.12,,,,,
C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,,,,,15.0,,,,,
C[NH+]1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,,,,,1.6,,,,,
C[NH+]1CCCC1c1cccnc1,,,,,2.6,,,,,
C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,,,,1.6,,,,,
C[NH+]1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,,,,,1.71,,,,,
C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,,,,22.0,,,,,
C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(CCF)c3c2F)CC1,,,,,1.6,,,,,
C[NH+]1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,,,,,19.655,,,,,
C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,,,,,13.75,,,,,
C[NH+]1CCN2c3ncccc3Cc3ccccc3C2C1,,,,,4.2,,,,,
C[NH+]1CCOC(c2ccccc2)c2ccccc2C1,,,,,5.6,,,,,
C[NH+]1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,,,,,1.6,,,,,
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,,,0.33,,,,,
C[NH+]1Cc2c(N)cccc2C(c2ccccc2)C1,,,,,6.0,,,,,
C[NH2+]C(C)Cc1ccccc1,,,,,4.3,,,,,
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,,,,,2.9,,,,,
C[NH2+]C1C(O)C(OC2C(N)CC([NH3+])C(OC3OC(C[NH3+])=CCC3[NH3+])C2O)OCC1(C)O,,,,,0.19,,,,,
C[NH2+]C1C(O)C(OC2C(NC(=O)C(O)CC[NH3+])CC([NH3+])C(OC3OC(CNCCO)=CCC3[NH3+])C2O)OCC1(C)O,,,,,0.22,,,,,
C[NH2+]C1C(O)C(OC2C(NC(=O)C(O)C[NH3+])CC(N)C(OC3OC(C[NH3+])C(O)C(O)C3O)C2O)OCC1(C)O,,,,,0.32,,,,,
C[NH2+]C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,,,,,0.15,,,,,
C[NH2+]C1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,,,,,3.6,,,,,
C[NH2+]CC(O)CC12CCC(c3ccccc31)c1ccccc12,,,,,18.8,,,,,
C[NH2+]CCC(Oc1ccccc1C)c1ccccc1,,,,,0.85,,,,,
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,,,,,22.0,,,,,
C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,,,,,45.0,,,,,
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,,,,,15.0,,,,,
C[NH2+]CC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,,,,,0.22,,,,,
C[n+]1ccccc1/C=N/O,,,,,0.8,,,,,
Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1,,,,,0.25,,,,,
Cc1[nH+]ccn1CC1CCc2c(c3ccccc3n2C)C1=O,,,,,1.8,,,,,
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,,,,,1.1,,,1.6,,
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCC[NH+]3CCCCCC3)cc2)c2ccc(O)cc12,,,,,15.4,,,,,
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H]([NH3+])C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,,,,,9.43,,,,,
Cc1c[nH]c2c(O)cc3c(c12)C(CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5CC(CCl)c6c5cc(O)c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,,,,,0.05,,,,,
Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,,,,,1.1,,,,,
Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,,,,0.98,,,,,
Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,,,3.8,,,,,
Cc1cc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)no1,,,,,0.19,,,,,
Cc1cc(Nc2cc(N3CC[NH+](C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,,,,,5.1,,,,,
Cc1cc(O)c2c(=O)c3c(O)cc([O-])c4c5c([O-])cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,,,,,0.25,,,,,
Cc1cc(O)c2c(=O)c3c(O)cc([O-])c4c5c([O-])cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78,,,,,0.56,,,,,
Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,,,,,0.3,,,,,
Cc1cc([O-])c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,,,,,0.15,,,,,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,,1.5,,,26.0,,
Cc1ccc(-n2ccnc2)cc1C(O)c1c(C)cc(C(=O)[O-])cc1C,,,,,0.37,,,,,
Cc1ccc(C(=O)N(CCC[NH3+])C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,,,,,6.74,,,,,
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1,,,,,0.54,,,,,
Cc1ccc(C(=O)c2cc(O)c([O-])c([N+](=O)[O-])c2)cc1,,,,,0.12,,,,,
