,chembl,indication,passed_phase_1,passed_phase_2,passed_phase_3,smiles
19119,CHEMBL547,EFO_0000180,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19120,CHEMBL547,EFO_0000183,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19121,CHEMBL547,EFO_0000198,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19122,CHEMBL547,EFO_0000222,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19123,CHEMBL547,EFO_0000224,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19124,CHEMBL547,EFO_0000279,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19125,CHEMBL547,EFO_0000309,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19126,CHEMBL547,EFO_0000330,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19127,CHEMBL547,EFO_0000339,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19128,CHEMBL547,EFO_0000403,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19129,CHEMBL547,EFO_0000464,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19131,CHEMBL547,EFO_0000519,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19132,CHEMBL547,EFO_0000544,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19133,CHEMBL547,EFO_0000565,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19134,CHEMBL547,EFO_0000574,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19136,CHEMBL547,EFO_0000681,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19137,CHEMBL547,EFO_0001378,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19138,CHEMBL547,EFO_0002496,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19139,CHEMBL547,EFO_0002499,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19140,CHEMBL547,EFO_0002501,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19144,CHEMBL547,EFO_0003963,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19145,CHEMBL547,EFO_0004236,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19146,CHEMBL547,EFO_0007512,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19148,CHEMBL547,EFO_1000309,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19149,CHEMBL547,EFO_1000690,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19150,CHEMBL547,EFO_1001006,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19151,CHEMBL547,EFO_1001051,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19152,CHEMBL547,EFO_1001465,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19153,CHEMBL547,MONDO_0000870,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19154,CHEMBL547,MONDO_0000873,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19156,CHEMBL547,MONDO_0002543,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19157,CHEMBL547,MONDO_0002974,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19158,CHEMBL547,MONDO_0003268,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19159,CHEMBL547,MONDO_0004975,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19160,CHEMBL547,MONDO_0006058,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19161,CHEMBL547,MONDO_0008315,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19163,CHEMBL547,MONDO_0018076,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19164,CHEMBL547,MONDO_0019269,True,Unknown,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19165,CHEMBL547,MONDO_0020690,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19166,CHEMBL547,MONDO_0021640,Unknown,Not tested,Not tested,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
19168,CHEMBL548,EFO_1001799,True,Unknown,Not tested,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
19169,CHEMBL549,EFO_0000555,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19171,CHEMBL549,EFO_0002610,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19172,CHEMBL549,EFO_0003756,Unknown,Not tested,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19173,CHEMBL549,EFO_0003758,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19175,CHEMBL549,EFO_0004262,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19176,CHEMBL549,EFO_0005611,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19177,CHEMBL549,EFO_0005672,Unknown,Not tested,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19180,CHEMBL549,MONDO_0002046,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19182,CHEMBL549,MONDO_0004456,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19184,CHEMBL549,MONDO_0005180,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19185,CHEMBL549,MONDO_0007079,True,Unknown,Not tested,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
19186,CHEMBL549344,EFO_0000389,True,Unknown,Not tested,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
19187,CHEMBL549344,EFO_0000756,True,Unknown,Not tested,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
19189,CHEMBL550,EFO_1000906,True,Unknown,Not tested,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
19190,CHEMBL550,HP_0000020,Unknown,Not tested,Not tested,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
19193,CHEMBL550755,EFO_0000095,True,Unknown,Not tested,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
19194,CHEMBL550755,EFO_0004289,Unknown,Not tested,Not tested,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
19195,CHEMBL550755,MONDO_0000430,Unknown,Not tested,Not tested,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
19196,CHEMBL550781,EFO_0008533,True,Unknown,Not tested,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
19198,CHEMBL551813,MONDO_0004979,True,Unknown,Not tested,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O
19199,CHEMBL552212,EFO_0000519,Unknown,Not tested,Not tested,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
19200,CHEMBL552212,EFO_0001378,True,Unknown,Not tested,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1
19203,CHEMBL553,EFO_0000198,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19204,CHEMBL553,EFO_0000222,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19205,CHEMBL553,EFO_0000233,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19206,CHEMBL553,EFO_0000272,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19207,CHEMBL553,EFO_0000305,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19208,CHEMBL553,EFO_0000308,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19209,CHEMBL553,EFO_0000349,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19210,CHEMBL553,EFO_0000365,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19211,CHEMBL553,EFO_0000514,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19212,CHEMBL553,EFO_0000519,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19213,CHEMBL553,EFO_0000565,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19215,CHEMBL553,EFO_0000588,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19216,CHEMBL553,EFO_0000640,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19217,CHEMBL553,EFO_0000676,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19218,CHEMBL553,EFO_0000681,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19219,CHEMBL553,EFO_0000691,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19221,CHEMBL553,EFO_0000708,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19222,CHEMBL553,EFO_0000756,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19223,CHEMBL553,EFO_0001378,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19224,CHEMBL553,EFO_0001422,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19225,CHEMBL553,EFO_0002429,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19226,CHEMBL553,EFO_0002499,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19227,CHEMBL553,EFO_0002501,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19229,CHEMBL553,EFO_0002916,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19232,CHEMBL553,EFO_0003833,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19233,CHEMBL553,EFO_0003860,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19234,CHEMBL553,EFO_0003893,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19235,CHEMBL553,EFO_0004220,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19236,CHEMBL553,EFO_0004252,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19237,CHEMBL553,EFO_0005221,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19238,CHEMBL553,EFO_0005537,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19239,CHEMBL553,EFO_0005540,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19240,CHEMBL553,EFO_0005567,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19242,CHEMBL553,EFO_0006544,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19244,CHEMBL553,EFO_0007243,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19246,CHEMBL553,EFO_1000026,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19247,CHEMBL553,EFO_1000028,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19248,CHEMBL553,EFO_1000044,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19249,CHEMBL553,EFO_1000142,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19250,CHEMBL553,EFO_1000158,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19251,CHEMBL553,EFO_1000172,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19252,CHEMBL553,EFO_1000359,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19253,CHEMBL553,EFO_1000581,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19254,CHEMBL553,EFO_1000657,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19255,CHEMBL553,EFO_1001465,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19257,CHEMBL553,EFO_1001901,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19258,CHEMBL553,MONDO_0000521,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19259,CHEMBL553,MONDO_0001187,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19260,CHEMBL553,MONDO_0001657,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19263,CHEMBL553,MONDO_0002367,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19264,CHEMBL553,MONDO_0002529,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19265,CHEMBL553,MONDO_0002543,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19266,CHEMBL553,MONDO_0002691,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19267,CHEMBL553,MONDO_0002898,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19268,CHEMBL553,MONDO_0002974,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19270,CHEMBL553,MONDO_0003268,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19271,CHEMBL553,MONDO_0003478,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19272,CHEMBL553,MONDO_0004986,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19273,CHEMBL553,MONDO_0005411,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19275,CHEMBL553,MONDO_0007254,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19278,CHEMBL553,MONDO_0008315,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19280,CHEMBL553,MONDO_0011962,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19281,CHEMBL553,MONDO_0015686,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19282,CHEMBL553,MONDO_0016216,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19283,CHEMBL553,MONDO_0016642,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19284,CHEMBL553,MONDO_0016691,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19285,CHEMBL553,MONDO_0016693,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19286,CHEMBL553,MONDO_0018531,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19287,CHEMBL553,MONDO_0020634,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19288,CHEMBL553,MONDO_0020690,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19289,CHEMBL553,MONDO_0021063,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19290,CHEMBL553,MONDO_0021117,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19291,CHEMBL553,MONDO_0021321,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19292,CHEMBL553,MONDO_0021637,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19294,CHEMBL553,MONDO_0044926,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19295,CHEMBL553,MONDO_0045056,Unknown,Not tested,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19296,CHEMBL553,Orphanet_733,True,Unknown,Not tested,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
19298,CHEMBL553025,EFO_0000211,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19301,CHEMBL553025,EFO_0000389,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19302,CHEMBL553025,EFO_0000403,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19303,CHEMBL553025,EFO_0000565,Unknown,Not tested,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19307,CHEMBL553025,EFO_0000621,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19309,CHEMBL553025,EFO_0000702,Unknown,Not tested,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19311,CHEMBL553025,EFO_0001378,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19312,CHEMBL553025,EFO_0002617,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19313,CHEMBL553025,EFO_0002918,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19314,CHEMBL553025,EFO_0003032,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19315,CHEMBL553025,EFO_0003050,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19318,CHEMBL553025,EFO_0004284,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19320,CHEMBL553025,EFO_0005537,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19322,CHEMBL553025,EFO_0006861,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19323,CHEMBL553025,EFO_1000026,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19324,CHEMBL553025,EFO_1000158,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19325,CHEMBL553025,EFO_1000294,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
19326,CHEMBL553025,EFO_1000895,True,Unknown,Not tested,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
